Title,Release Year,Runtime,Budget,CPI Budget,Revenue,CPI budget,Budget Type,Genres
I Married a Strange Person!,1997,72,"250,000.00","502,024.92","206,272.00","315,432.00",Low,"Comedy, Animation, Fantasy, Action, Science Fiction"
Cats Don't Dance,1997,75,"32,000,000.00","64,259,190.03","3,566,637.00","40,375,246.00",Mid,"Animation, Comedy, Family, Music"
Paws,1997,83,"137,731.00","276,577.58","1,778,391.00","173,779.00",Low,"Adventure, Family, Fantasy"
Two Girls and a Guy,1997,84,"1,000,000.00","2,008,099.69","2,057,193.00","1,261,726.00",Low,"Drama, Romance"
Buddy,1997,84,"25,000,000.00","50,202,492.21","10,113,400.00","31,543,161.00",Mid,"Adventure, Comedy, Family"
Mr. Magoo,1997,84,"30,000,000.00","60,242,990.65","75,000,000.00","37,851,793.00",Mid,"Comedy, Family"
The House of Yes,1997,85,"1,500,000.00","3,012,149.53","626,057.00","1,892,590.00",Low,"Comedy, Drama"
The Castle,1997,85,"786,675.00","1,579,721.82","861,789.00","992,569.00",Low,"Drama, Comedy"
"Kiss Me, Guido",1997,86,"740,000.00","1,485,993.77","1,918,497.00","933,678.00",Low,Comedy
A Simple Wish,1997,86,"28,000,000.00","56,226,791.28","8,345,056.00","35,328,340.00",Mid,"Adventure, Comedy, Family, Fantasy"
Liar Liar,1997,86,"45,000,000.00","90,364,485.98","302,710,615.00","56,777,690.00",Mid,Comedy
Double face,1997,87,"10,000.00","20,081.00","200,000.00","12,617.00",Low,Drama
Kicked in the Head,1997,89,"4,000,000.00","8,032,398.75","102,739.00","5,046,906.00",Low,"Comedy, Crime, Drama, Romance"
Gummo,1997,89,"1,300,000.00","2,610,529.60","116,799.00","1,640,244.00",Low,"Drama, Comedy"
Anaconda,1997,89,"45,000,000.00","90,364,485.98","136,885,767.00","56,777,690.00",Mid,"Adventure, Horror, Thriller"
Bean,1997,89,"18,000,000.00","36,145,794.39","251,212,670.00","22,711,076.00",Mid,"Comedy, Family, Adventure"
B.A.P.S.,1997,90,"10,000,000.00","20,080,996.88","7,240,837.00","12,617,264.00",Low,Comedy
Cube,1997,90,"350,000.00","702,834.89","8,969,065.00","441,604.00",Low,"Thriller, Science Fiction, Mystery"
Wishmaster,1997,90,"5,000,000.00","10,040,498.44","15,738,769.00","6,308,632.00",Low,"Horror, Fantasy"
Catherine's Grove,1997,91,"2,000,000.00","4,016,199.38","26,641.00","2,523,453.00",Low,"Thriller, Action"
The Full Monty,1997,91,"3,500,000.00","7,028,348.91","257,850,122.00","4,416,043.00",Low,Comedy
Romy and Michele's High School Reunion,1997,92,"20,000,000.00","40,161,993.77","29,235,353.00","25,234,529.00",Mid,Comedy
George of the Jungle,1997,92,"55,000,000.00","110,445,482.87","174,463,257.00","69,394,954.00",Mid,"Adventure, Comedy, Family, Romance"
Fall,1997,93,"1,000,000.00","2,008,099.69","51,266.00","1,261,726.00",Low,"Drama, Romance"
The Night Flier,1997,93,"1,000,000.00","2,008,099.69","91,549.00","1,261,726.00",Low,"Horror, Mystery"
The Myth of Fingerprints,1997,93,"2,000,000.00","4,016,199.38","458,815.00","2,523,453.00",Low,"Drama, Comedy, Romance"
Fierce Creatures,1997,93,"25,000,000.00","50,202,492.21","9,381,260.00","31,543,161.00",Mid,"Comedy, Romance"
Vegas Vacation,1997,93,"25,000,000.00","50,202,492.21","36,400,360.00","31,543,161.00",Mid,Comedy
Double Team,1997,93,"30,000,000.00","60,242,990.65","48,138,337.00","37,851,793.00",Mid,"Action, Science Fiction"
Spice World,1997,93,"25,000,000.00","50,202,492.21","100,000,000.00","31,543,161.00",Mid,"Adventure, Fantasy, Drama, Comedy, Music"
Flubber,1997,93,"80,000,000.00","160,647,975.08","177,977,226.00","100,938,115.00",High,"Comedy, Family, Science Fiction"
Hercules,1997,93,"85,000,000.00","170,688,473.52","252,712,101.00","107,246,747.00",High,"Animation, Family, Fantasy, Adventure, Comedy, Romance"
The Last Time I Committed Suicide,1997,94,"4,000,000.00","8,032,398.75","46,362.00","5,046,906.00",Low,Drama
Playing God,1997,94,"12,000,000.00","24,097,196.26","4,166,918.00","15,140,717.00",Low,"Drama, Action, Thriller, Crime"
Gone Fishin',1997,94,"53,000,000.00","106,429,283.49","19,745,922.00","66,871,501.00",Mid,Comedy
Austin Powers: International Man of Mystery,1997,94,"16,500,000.00","33,133,644.86","67,711,748.00","20,818,486.00",Mid,"Science Fiction, Comedy, Crime"
Anastasia,1997,94,"53,000,000.00","106,429,283.49","139,804,348.00","66,871,501.00",Mid,"Animation, Family, Fantasy, Adventure"
Squeeze,1997,95,"500,000.00","1,004,049.84","10,300.00","630,863.00",Low,"Crime, Drama"
8 Heads in a Duffel Bag,1997,95,"3,000,000.00","6,024,299.07","3,602,884.00","3,785,179.00",Low,"Comedy, Crime"
Kull the Conqueror,1997,95,"30,000,000.00","60,242,990.65","6,112,613.00","37,851,793.00",Mid,"Adventure, Fantasy, Action"
Good Burger,1997,95,"8,500,000.00","17,068,847.35","23,700,000.00","10,724,675.00",Low,"Family, Comedy"
Breakdown,1997,95,"36,000,000.00","72,291,588.79","50,159,144.00","45,422,152.00",Mid,"Crime, Drama, Mystery, Thriller"
Mortal Kombat: Annihilation,1997,95,"30,000,000.00","60,242,990.65","51,376,861.00","37,851,793.00",Mid,"Action, Fantasy, Science Fiction"
Deconstructing Harry,1997,96,"20,000,000.00","40,161,993.77","10,686,841.00","25,234,529.00",Mid,"Comedy, Drama"
Event Horizon,1997,96,"60,000,000.00","120,485,981.31","26,673,242.00","75,703,586.00",High,"Horror, Science Fiction, Mystery"
Spawn,1997,96,"40,000,000.00","80,323,987.54","87,840,042.00","50,469,058.00",Mid,"Action, Adventure, Fantasy, Horror, Science Fiction, Thriller"
City of Industry,1997,97,"8,000,000.00","16,064,797.51","1,568,258.00","10,093,812.00",Low,Thriller
Steel,1997,97,"16,000,000.00","32,129,595.02","1,686,429.00","20,187,623.00",Mid,"Science Fiction, Action, Adventure"
The Man Who Knew Too Little,1997,97,"20,000,000.00","40,161,993.77","13,801,755.00","25,234,529.00",Mid,"Comedy, Thriller, Crime, Action"
Nothing to Lose,1997,97,"25,000,000.00","50,202,492.21","44,480,039.00","31,543,161.00",Mid,"Comedy, Crime"
Wag the Dog,1997,97,"15,000,000.00","30,121,495.33","64,256,513.00","18,925,897.00",Low,"Comedy, Drama"
Air Bud,1997,98,"3,000,000.00","6,024,299.07","23,144,499.00","3,785,179.00",Low,"Comedy, Family"
An American Werewolf in Paris,1997,98,"22,000,000.00","44,178,193.15","26,570,463.00","27,757,982.00",Mid,"Horror, Comedy"
MouseHunt,1997,98,"38,000,000.00","76,307,788.16","122,417,389.00","47,945,605.00",Mid,"Comedy, Family"
Men in Black,1997,98,"90,000,000.00","180,728,971.96","589,390,539.00","113,555,380.00",High,"Action, Adventure, Comedy, Science Fiction"
Turbo: A Power Rangers Movie,1997,99,"10,000,000.00","20,080,996.88","9,679,739.00","12,617,264.00",Low,"Action, Adventure, Family, Fantasy, Science Fiction"
Most Wanted,1997,99,"25,000,000.00","50,202,492.21","11,838,218.00","31,543,161.00",Mid,Action
Fathers' Day,1997,99,"85,000,000.00","170,688,473.52","35,598,376.00","107,246,747.00",High,"Comedy, Family"
Turbulence,1997,100,"55,000,000.00","110,445,482.87","11,466,088.00","69,394,954.00",Mid,"Action, Thriller, Crime"
Lawn Dogs,1997,101,"7,000,000.00","14,056,697.82","106,404.00","8,832,085.00",Low,Drama
Telling Lies in America,1997,101,"4,000,000.00","8,032,398.75","318,809.00","5,046,906.00",Low,Drama
Star Kid,1997,101,"12,000,000.00","24,097,196.26","7,000,000.00","15,140,717.00",Low,"Action, Adventure, Family, Science Fiction"
I Know What You Did Last Summer,1997,101,"17,000,000.00","34,137,694.70","125,586,134.00","21,449,349.00",Mid,"Horror, Thriller, Mystery"
Hard Eight,1997,102,"3,000,000.00","6,024,299.07","222,559.00","3,785,179.00",Low,"Drama, Crime"
One Night Stand,1997,102,"24,000,000.00","48,194,392.52","2,642,983.00","30,281,435.00",Mid,Drama
Home Alone 3,1997,102,"32,000,000.00","64,259,190.03","79,082,515.00","40,375,246.00",Mid,"Comedy, Family"
Welcome to Sarajevo,1997,103,"9,000,000.00","18,072,897.20","334,319.00","11,355,538.00",Low,"War, Drama, History"
Shadow Conspiracy,1997,103,"45,000,000.00","90,364,485.98","2,154,540.00","56,777,690.00",Mid,Thriller
Cop Land,1997,104,"15,000,000.00","30,121,495.33","44,862,187.00","18,925,897.00",Low,"Crime, Drama, Mystery"
Volcano,1997,104,"90,000,000.00","180,728,971.96","122,823,468.00","113,555,380.00",High,"Science Fiction, Action, Drama, Thriller"
A Thousand Acres,1997,105,"28,000,000.00","56,226,791.28","7,936,780.00","35,328,340.00",Mid,"Drama, Family"
The Beautician and the Beast,1997,105,"16,000,000.00","32,129,595.02","11,486,880.00","20,187,623.00",Mid,"Comedy, Romance"
Fire Down Below,1997,105,"60,000,000.00","120,485,981.31","16,228,448.00","75,703,586.00",High,"Action, Thriller"
Mimic,1997,105,"30,000,000.00","60,242,990.65","25,480,490.00","37,851,793.00",Mid,"Fantasy, Horror, Thriller, Science Fiction"
Picture Perfect,1997,105,"19,000,000.00","38,153,894.08","44,332,015.00","23,972,802.00",Mid,"Romance, Comedy"
Jungle 2 Jungle,1997,105,"32,000,000.00","64,259,190.03","59,927,618.00","40,375,246.00",Mid,"Comedy, Family"
My Best Friend's Wedding,1997,105,"38,000,000.00","76,307,788.16","299,288,605.00","47,945,605.00",Mid,"Comedy, Romance"
Prefontaine,1997,106,"8,000,000.00","16,064,797.51","589,304.00","10,093,812.00",Low,"Drama, Romance"
Gattaca,1997,106,"36,000,000.00","72,291,588.79","12,532,777.00","45,422,152.00",Mid,"Thriller, Science Fiction, Mystery, Romance"
Murder at 1600,1997,107,"40,000,000.00","80,323,987.54","25,804,707.00","50,469,058.00",Mid,"Action, Drama, Mystery, Thriller, Crime"
Grosse Pointe Blank,1997,107,"15,000,000.00","30,121,495.33","31,070,412.00","18,925,897.00",Low,"Action, Comedy, Thriller, Romance"
The Devil's Own,1997,107,"90,000,000.00","180,728,971.96","140,807,547.00","113,555,380.00",High,"Crime, Thriller, Drama"
Anna Karenina,1997,108,"35,000,000.00","70,283,489.10","858,553.00","44,160,425.00",Mid,"Drama, Romance"
Love! Valour! Compassion!,1997,108,"2,000,000.00","4,016,199.38","2,900,000.00","2,523,453.00",Low,Drama
Love Jones,1997,108,"10,000,000.00","20,080,996.88","12,782,749.00","12,617,264.00",Low,"Comedy, Drama, Romance"
Dante's Peak,1997,108,"116,000,000.00","232,939,563.86","178,127,760.00","146,360,267.00",High,"Action, Adventure, Drama, Thriller"
Shooting Fish,1997,109,"3,000,000.00","6,024,299.07","302,204.00","3,785,179.00",Low,"Crime, Comedy, Romance"
Eve's Bayou,1997,109,"6,000,000.00","12,048,598.13","14,842,388.00","7,570,359.00",Low,Drama
Private Parts,1997,109,"28,000,000.00","56,226,791.28","41,230,799.00","35,328,340.00",Mid,"Comedy, Drama"
Fools Rush In,1997,109,"20,000,000.00","40,161,993.77","42,000,000.00","25,234,529.00",Mid,"Comedy, Drama, Romance"
Alien Resurrection,1997,109,"70,000,000.00","140,566,978.19","162,000,000.00","88,320,851.00",High,"Science Fiction, Horror, Action"
The Spanish Prisoner,1997,110,"10,000,000.00","20,080,996.88","13,835,130.00","12,617,264.00",Low,"Drama, Mystery, Thriller"
The Relic,1997,110,"60,000,000.00","120,485,981.31","33,956,608.00","75,703,586.00",High,"Horror, Mystery, Thriller"
The Sweet Hereafter,1997,112,"5,000,000.00","10,040,498.44","7,951,247.00","6,308,632.00",Low,Drama
The Ice Storm,1997,112,"18,000,000.00","36,145,794.39","8,038,061.00","22,711,076.00",Mid,Drama
Til There Was You,1997,113,"1,000,000.00","2,008,099.69","3,525,125.00","1,261,726.00",Low,"Comedy, Romance"
Mad City,1997,114,"50,000,000.00","100,404,984.42","10,541,523.00","63,086,322.00",Mid,"Action, Drama, Thriller"
Chasing Amy,1997,114,"250,000.00","502,024.92","12,021,272.00","315,432.00",Low,"Comedy, Drama, Romance"
For Richer or Poorer,1997,115,"35,000,000.00","70,283,489.10","31,611,225.00","44,160,425.00",Mid,Comedy
Kiss the Girls,1997,115,"27,000,000.00","54,218,691.59","60,527,873.00","34,066,614.00",Mid,"Thriller, Crime, Mystery, Drama"
The Saint,1997,116,"68,000,000.00","136,550,778.82","118,063,304.00","85,797,398.00",High,"Thriller, Action, Romance, Science Fiction, Adventure"
Con Air,1997,116,"75,000,000.00","150,607,476.64","224,012,234.00","94,629,483.00",High,"Action, Thriller, Crime"
Metro,1997,117,"55,000,000.00","110,445,482.87","31,987,563.00","69,394,954.00",Mid,"Action, Adventure, Comedy, Crime, Thriller"
Switchback,1997,118,"37,000,000.00","74,299,688.47","6,482,195.00","46,683,878.00",Mid,"Thriller, Mystery, Crime"
Wilde,1997,118,"2,158,775.00","4,335,035.40","10,000,000.00","2,723,783.00",Low,"Drama, History"
One Eight Seven,1997,119,"20,000,000.00","40,161,993.77","5,716,080.00","25,234,529.00",Mid,"Drama, Thriller"
Tomorrow Never Dies,1997,119,"110,000,000.00","220,890,965.73","333,011,068.00","138,789,909.00",High,"Adventure, Action, Thriller"
Scream 2,1997,120,"24,000,000.00","48,194,392.52","172,363,301.00","30,281,435.00",Mid,"Horror, Mystery"
Smilla's Sense of Snow,1997,121,"35,000,000.00","70,283,489.10","2,372,903.00","44,160,425.00",Mid,"Action, Crime, Drama, Mystery, Thriller"
Absolute Power,1997,121,"50,000,000.00","100,404,984.42","50,068,310.00","63,086,322.00",Mid,"Crime, Drama, Action"
Paradise Road,1997,122,"16,000,000.00","32,129,595.02","2,007,100.00","20,187,623.00",Mid,"War, Drama, History"
Red Corner,1997,122,"48,000,000.00","96,388,785.05","22,420,000.00","60,562,869.00",Mid,"Crime, Drama, Thriller"
The Peacemaker,1997,124,"50,000,000.00","100,404,984.42","110,463,140.00","63,086,322.00",Mid,"Action, Thriller"
The Jackal,1997,124,"60,000,000.00","120,485,981.31","159,330,280.00","75,703,586.00",High,"Action, Thriller, Adventure, Crime"
Air Force One,1997,124,"85,000,000.00","170,688,473.52","315,156,409.00","107,246,747.00",High,"Action, Thriller"
U Turn,1997,125,"19,000,000.00","38,153,894.08","6,682,098.00","23,972,802.00",Mid,"Crime, Drama, Thriller"
G.I. Jane,1997,125,"50,000,000.00","100,404,984.42","48,169,156.00","63,086,322.00",Mid,"Action, Drama"
Speed 2: Cruise Control,1997,125,"160,000,000.00","321,295,950.16","164,508,066.00","201,876,231.00",High,"Action, Adventure, Thriller"
Batman & Robin,1997,125,"125,000,000.00","251,012,461.06","238,207,122.00","157,715,805.00",High,"Action, Science Fiction, Adventure, Comedy"
The Fifth Element,1997,126,"90,000,000.00","180,728,971.96","263,920,180.00","113,555,380.00",High,"Adventure, Fantasy, Action, Thriller, Science Fiction"
Selena,1997,127,"20,000,000.00","40,161,993.77","60,000,000.00","25,234,529.00",Mid,"Drama, Music, History"
Donnie Brasco,1997,127,"35,000,000.00","70,283,489.10","124,909,762.00","44,160,425.00",Mid,"Crime, Drama, Thriller"
Good Will Hunting,1997,127,"10,000,000.00","20,080,996.88","225,933,435.00","12,617,264.00",Low,Drama
The Game,1997,129,"50,000,000.00","100,404,984.42","109,423,648.00","63,086,322.00",Mid,"Drama, Thriller, Mystery"
Starship Troopers,1997,129,"105,000,000.00","210,850,467.29","121,214,377.00","132,481,276.00",High,"Adventure, Action, Thriller, Science Fiction"
The Lost World: Jurassic Park,1997,129,"73,000,000.00","146,591,277.26","618,638,999.00","92,106,030.00",High,"Adventure, Action, Science Fiction"
Hoodlum,1997,130,"30,000,000.00","60,242,990.65","23,461,013.00","37,851,793.00",Mid,"Crime, Drama"
Oscar and Lucinda,1997,132,"16,000,000.00","32,129,595.02","1,897,404.00","20,187,623.00",Mid,"Drama, Romance"
Lost Highway,1997,134,"15,000,000.00","30,121,495.33","3,756,869.00","18,925,897.00",Low,"Drama, Thriller, Mystery"
Kundun,1997,134,"28,000,000.00","56,226,791.28","5,684,789.00","35,328,340.00",Mid,"Drama, History"
The Apostle,1997,134,"5,000,000.00","10,040,498.44","19,868,354.00","6,308,632.00",Low,Drama
The Rainmaker,1997,135,"40,000,000.00","80,323,987.54","45,916,769.00","50,469,058.00",Mid,"Drama, Crime, Thriller"
Conspiracy Theory,1997,135,"75,000,000.00","150,607,476.64","136,982,834.00","94,629,483.00",High,"Action, Drama, Mystery, Thriller"
Seven Years in Tibet,1997,136,"70,000,000.00","140,566,978.19","131,457,682.00","88,320,851.00",High,"Adventure, Drama, History"
Lolita,1997,137,"62,000,000.00","124,502,180.69","1,071,255.00","78,227,039.00",High,Drama
L.A. Confidential,1997,138,"35,000,000.00","70,283,489.10","126,216,940.00","44,160,425.00",Mid,"Crime, Mystery, Thriller"
Face/Off,1997,138,"80,000,000.00","160,647,975.08","245,676,146.00","100,938,115.00",High,"Action, Crime, Science Fiction"
As Good as It Gets,1997,139,"50,000,000.00","100,404,984.42","314,178,011.00","63,086,322.00",Mid,"Drama, Comedy, Romance"
Rosewood,1997,140,"30,000,000.00","60,242,990.65","13,130,349.00","37,851,793.00",Mid,"Drama, History, Action, Thriller"
The Devil's Advocate,1997,144,"57,000,000.00","114,461,682.24","152,944,660.00","71,918,407.00",High,"Drama, Mystery, Thriller, Horror"
Contact,1997,150,"90,000,000.00","180,728,971.96","171,120,329.00","113,555,380.00",High,"Drama, Science Fiction, Mystery"
Jackie Brown,1997,154,"12,000,000.00","24,097,196.26","39,673,162.00","15,140,717.00",Low,Crime
Midnight in the Garden of Good and Evil,1997,155,"35,000,000.00","70,283,489.10","25,105,255.00","44,160,425.00",Mid,"Mystery, Crime"
Amistad,1997,155,"36,000,000.00","72,291,588.79","44,229,441.00","45,422,152.00",Mid,"Drama, History, Mystery"
Boogie Nights,1997,156,"15,000,000.00","30,121,495.33","43,101,594.00","18,925,897.00",Low,Drama
The Postman,1997,177,"80,000,000.00","160,647,975.08","17,626,234.00","100,938,115.00",High,"Science Fiction, Adventure, Action, War"
Titanic,1997,194,"200,000,000.00","401,619,937.69","2,264,162,353.00","252,345,288.00",High,"Drama, Romance"
The Rugrats Movie,1998,79,"30,000,000.00","59,319,018.40","100,491,683.00","57,003,767.00",Mid,"Family, Animation, Comedy, Adventure"
A Night at the Roxbury,1998,81,"17,000,000.00","33,614,110.43","30,331,165.00","32,302,135.00",Mid,"Comedy, Music, Romance"
Half Baked,1998,82,"8,000,000.00","15,818,404.91","17,460,020.00","15,201,005.00",Low,"Comedy, Crime"
Rudolph the Red-Nosed Reindeer: The Movie,1998,83,"10,000,000.00","19,773,006.13","113,484.00","19,001,256.00",Low,"Animation, Family, Music"
Tarzan and the Lost City,1998,83,"20,000,000.00","39,546,012.27","2,172,941.00","38,002,511.00",Mid,"Adventure, Action"
Antz,1998,83,"60,000,000.00","118,638,036.81","171,757,863.00","114,007,534.00",High,"Adventure, Animation, Comedy, Family"
Pi,1998,84,"60,000.00","118,638.04","3,221,152.00","114,008.00",Low,"Mystery, Drama, Thriller"
Woo,1998,84,"13,000,000.00","25,704,907.98","8,026,971.00","24,701,632.00",Mid,"Comedy, Romance"
Disturbing Behavior,1998,84,"15,000,000.00","29,659,509.20","17,514,980.00","28,501,884.00",Mid,"Mystery, Horror, Science Fiction"
Jane Austen's Mafia!,1998,84,"10,000,000.00","19,773,006.13","19,000,000.00","19,001,256.00",Low,"Comedy, Crime"
Doctor Dolittle,1998,85,"71,000,000.00","140,388,343.56","294,456,605.00","134,908,915.00",High,"Comedy, Family, Fantasy"
"An Alan Smithee Film: Burn, Hollywood, Burn",1998,86,"10,000,000.00","19,773,006.13","45,779.00","19,001,256.00",Low,Comedy
Strangeland,1998,86,"1,100,000.00","2,175,030.67","631,221.00","2,090,138.00",Low,Horror
Quest for Camelot,1998,86,"40,000,000.00","79,092,024.54","38,172,500.00","76,005,023.00",High,"Fantasy, Animation, Drama, Romance, Family"
Halloween H20: 20 Years Later,1998,86,"17,000,000.00","33,614,110.43","75,000,000.00","32,302,135.00",Mid,"Horror, Thriller"
The Replacement Killers,1998,87,"30,000,000.00","59,319,018.40","19,204,929.00","57,003,767.00",Mid,"Action, Drama, Crime, Thriller, Mystery"
Safe Men,1998,88,"1,000,000.00","1,977,300.61","45,724.00","1,900,126.00",Low,"Comedy, Crime"
Black Dog,1998,88,"30,000,000.00","59,319,018.40","12,951,088.00","57,003,767.00",Mid,Action
Mulan,1998,88,"90,000,000.00","177,957,055.21","304,320,254.00","171,011,301.00",High,"Animation, Family, Adventure"
Firestorm,1998,89,"19,000,000.00","37,568,711.66","8,165,212.00","36,102,386.00",Mid,"Action, Adventure, Thriller"
Madeline,1998,89,"20,000,000.00","39,546,012.27","29,967,750.00","38,002,511.00",Mid,"Family, Comedy, Drama"
